"Series","Unit","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01","2017-01-01","2017-02-01","2017-03-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-10-01","2017-11-01","2017-12-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Crude Oil Price","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"All Sectors","KWH","863693057","764326484","870681643","819706246","858625760","891580689","922805281","967753024","906396704","922916425","892144793","887282127","875057784","762216000","878650109","824883377","897539719","892614992","926873869","948188632","910435952","927105677","866348013","875122968","850900623","800986566","869751031","834726324","885833218","871392149","914696575","915226890","880382443","890733535","839996643","835384277","812703851","725593258","796481056","784507160","846794059","873295460","885222235","922849066","881242502","912710191","846782704","837753554","834475619","730910773","812425232","800341781","848986059","832031750","870704849","889643995","850652081","874778151","828609629","839543841","837786691","770438472","849494196","817153996","852346637","801896038","852086530","866770161","841189157","859839404","806876671","805775249","814037002","752743446","790639685","767933019","806597873","787837735","821781896","854106806","797481427","844274281","789993002","811731314","779118317","689346632","757010591","767088542","806376992","780114656","836511655","841784313","807819921","837075285","784205273","809842310","759603430","719532391","751509026","738516969","789457925","766118683","825858607","844077990","827317847","852519822","771032331","760609498","727900694","686343565","729708629","741035340","745828961","760233841","846303419","884260273","854858402","820583297","808369316","783150796","751217775","704166213","729373927","737028940","767392834","759043677","819421165","858155272","810946706","822331515","747722937","777622674","729012912","660514730","752913071","732257341","765911456","761888778","816510016","839507008","804515891","815020512","742353517","715123993","732895196","667198619","718827586","","","",""
"Residential","KWH","270000864","228145055","265921742","253277271","251880736","265474287","276519479","288959585","268294541","274609238","269484019","269864059","276996747","228343502","264801827","251032221","263451302","268459275","280321934","290616543","272105731","273804663","259429521","271311106","273920787","242501023","259059056","246800149","259444786","256043047","273292365","268180621","254050958","254976724","243291256","253622582","260349427","217852019","244479047","236481618","250749163","260872863","264101209","277620819","261092379","271950850","255497014","254195545","263130523","219593895","246181073","240026495","247413434","244822519","260315447","261454112","247870909","255551862","246627753","256448848","269005070","222233185","250993192","237267040","249368511","239009268","250119291","253586604","240150134","244604431","231661756","240744894","251077468","212891395","233310978","220955582","225192309","220413308","232927861","237271349","218562903","234394589","219848248","232453249","232873111","193452863","210660316","213295254","215792048","211226232","224223833","226626649","215871387","223604837","213241522","225633746","219614927","199979751","204556859","193415658","206831708","201770872","218955607","227592742","216098371","232444483","209576992","208026963","210947436","183196791","194233495","190875103","188128319","199059331","233943848","246552941","247638338","222626986","220277022","220805154","214235331","183056043","188085043","190816167","194546045","202128625","219483291","237571562","221048331","219619545","200638509","225465812","212868995","176967685","203228177","187371028","203450166","202159156","225081561","232234042","219174955","223986166","209520018","207788737","216391906","186434330","206806986","","","",""
"Commercial","KWH","589431762","531952278","600569298","562430568","602571721","621871659","642298163","674405949","633963111","644098706","618439144","613042113","594325203","529221479","609446769","569812212","629812216","619973122","642441375","653336940","634172448","649072458","602638835","599601357","572509175","554362456","606353343","583619096","622223318","611055454","637311708","642757588","622272776","631303774","592283600","577639349","548048841","503569485","548275715","543942782","591707464","608594721","616940785","640735375","616312689","636402331","587284528","579158606","566790436","507518962","561814932","556111050","597468463","582962287","606255006","624075223","598518332","614936964","577991396","578751893","564299167","544461025","594041577","575886109","598698249","559094368","597704663","609168872","596835131","610950560","571288446","560683465","558604928","535980404","553027830","542666676","576976093","563951707","584389063","612877715","574997156","605547787","566022260","575060377","541777957","492208686","541913380","550129123","585749603","565169161","608183466","611089917","587677079","609083357","566932534","579854879","535813226","515596932","542447122","540926478","578484384","560497556","602475245","612572919","606934123","615898612","557274486","548275892","512821264","499233859","531096626","546141935","553552972","557130485","608247682","633654673","603099622","593911692","584061977","557805044","533073757","517231679","536921752","542403491","568926179","553673726","596057199","616683366","586272911","598815510","543250707","548443387","512512859","480290439","545795072","541419573","558716452","556371681","587793346","603507228","581904318","587297536","529342324","503581949","512648488","477604518","508162118","","","",""
"Street Lights","KWH","4260431","4229151","4190603","3998407","4173303","4234743","3987639","4387490","4139052","4208481","4221630","4375955","3735834","4651019","4401513","4038944","4276201","4182595","4110560","4235149","4157773","4228556","4279657","4210505","4470661","4123087","4338632","4307079","4165114","4293648","4092502","4288681","4058709","4453037","4421787","4122346","4305583","4171754","3726294","4082760","4337432","3827876","4180241","4492872","3837434","4357010","4001162","4399403","4554660","3797916","4429227","4204236","4104162","4246944","4134396","4114660","4262840","4289325","3990480","4343100","4482454","3744262","4459427","4000847","4279877","3792402","4262576","4014685","4203892","4284413","3926469","4346890","4354606","3871647","4300877","4310761","4429471","3472720","4464972","3957742","3921368","4331905","4122494","4217688","4467249","3685083","4436895","3664165","4835341","3719263","4104356","4067747","4271455","4387091","4031217","4353685","4175277","3955708","4505045","4174833","4141833","3850255","4427755","3912329","4285353","4176727","4180853","4306643","4131994","3912915","4378508","4018302","4147670","4044025","4111889","4052659","4120442","4044619","4030317","4540598","3908687","3878491","4367132","3809282","3920610","3241326","3880675","3900344","3625464","3896460","3833721","3713475","3631058","3256606","3889822","3466740","3744838","3357941","3635109","3765738","3436618","3736810","3491175","3753307","3854802","3159771","3858482","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Net Revenue of Utility Companies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"All Sectors","Dollars","174955209","156728330","174197087","170582216","176573612","191283374","202082921","210313253","194980948","189661627","178546442","170247368","166329361","149813806","164542928","162176531","181126760","185739773","201347184","212383840","189993803","214286705","205094981","220595791","215816864","214545034","234138370","225050528","248071249","261106839","288652973","298808212","293343766","287537348","251534485","215344474","184975760","149013214","150366167","148835962","160282977","166372552","177535799","204808874","198970912","215130250","196767656","195062904","198343571","179623800","203749266","193920881","214367433","210708259","220256031","226974150","213095893","222345106","213895715","218451186","227759036","214644655","242173846","242935205","266703682","263574727","281588742","293913925","288755602","289521511","269767494","265621304","269431479","253004008","268506055","264308115","282408658","286551565","284408437","286909135","270633191","283354002","263919691","267624006","272194419","229775799","257088523","254837680","259811603","256596261","271089910","271007218","260476386","280261746","264802343","268068773","258857764","242055803","261557356","248344777","268240723","263998674","281394096","285249284","281479952","281417392","244169504","237461375","218636395","185522878","198735482","195460464","194126898","202256117","226343027","237354606","220255576","206750456","192936769","188380272","179683274","161937876","170321342","167901124","176963717","182415919","199402243","208782081","199426239","198100410","187711788","192873980","185603718","171691861","193939782","191050160","197247912","202148349","211996263","215466866","207563490","212459363","204907262","200895782","206630360","188429870","210370183","","","",""
"Residential","Dollars","61418681","52326089","59934510","59039315","58598904","63978650","68077124","70760309","65020600","63880239","61084644","58874649","60153877","51079417","56886433","56421028","61054290","63181485","68922095","73224885","63976205","71477567","68996318","76690544","78155723","72697021","77522133","74810950","81463962","85180652","95633143","96608151","93849780","91128318","81284410","74248851","67076594","51180851","52777785","52472755","55267835","57923230","60711708","69767805","66549800","71925519","67010344","66751458","70276250","60299397","68404051","65155407","69888923","69423645","73670018","74736137","69443588","72717176","71302022","74749694","81045838","68979026","79573334","78039697","86231575","85668841","90606659","93779810","90129320","89791748","84695711","87161686","91003743","78333363","86449930","82873689","86043052","88513900","88149716","88225640","81322806","86637901","80929914","84460229","88349096","70906083","79047547","78833355","77483483","77994186","81856888","81458196","78326321","83333826","79420453","82532777","82127182","74207798","78779498","73648667","78685577","77995613","84119894","86058731","82369591","84639978","73467873","71962007","70335102","56518809","60591187","58936332","57457869","61451124","71238193","74480625","71234191","63438829","60074607","59641960","58116517","49547360","52258725","52182823","53206471","56500134","62626641","66217186","62406482","61204422","57655859","62641481","60896882","52606167","60177732","57962361","60466495","62684000","67116943","68065464","64776966","66422876","64669559","64470850","68076350","59281229","67559226","","","",""
"Commercial","Dollars","112643652","103529555","113370589","110678069","117081981","126353658","133084984","138564097","129027950","124870084","116591525","110503371","105427374","97807768","106799422","104928369","119172724","121653353","131489718","138178453","125113713","141791576","135054652","142815771","136507501","140711253","155412570","149053723","165400656","174606708","191677289","200757208","198057981","194936201","168904181","140020009","116897413","96962947","96923752","95569691","104160980","107667760","115935536","133995815","131482329","142118609","128769731","127240017","126938656","118346686","134188270","127683334","143378155","140145737","145470089","151115673","142518585","148470828","141496378","142513925","145442942","144555380","161271818","163628124","179051970","176570001","189494383","198694149","197090497","198204178","183689194","176955663","176916783","173303405","180527874","179891980","194758788","196676174","194697328","197206497","187905163","195191819","181520811","181682975","182241783","157596481","176490620","174703538","180712567","177294552","187815189","188152230","180690237","195381056","183943160","184017512","175252955","166459163","181171469","173244177","188063441","184604009","195700314","197774462","197576991","195312376","169303787","164093104","147054895","127899979","136923453","135415751","135542831","139670156","153929407","161700331","147867863","142212220","131822816","127562773","120567465","111462586","117026940","114808715","122799986","125071384","135758248","141538100","136044579","135881094","129040727","129257961","123755675","118226195","132739791","132152805","135780698","138525236","143874945","146406324","141836340","145003809","139224031","135336585","137448515","128233554","141665905","","","",""
"Street Lights","Dollars","892876","872686","891988","864832","892727","951066","920813","988847","932398","911304","870273","869348","748110","926621","857073","827134","899746","904935","935371","980502","903885","1017562","1044011","1089476","1153640","1136760","1203667","1185855","1206631","1319479","1342541","1442853","1436005","1472829","1345894","1075614","1001753","869416","664630","793516","854162","781562","888555","1045254","938783","1086122","987581","1071429","1128665","977717","1156945","1082140","1100355","1138877","1115924","1122340","1133720","1157102","1097315","1187567","1270256","1110249","1328694","1267384","1420137","1335885","1487700","1439966","1535785","1525585","1382589","1503955","1510953","1367240","1528251","1542446","1606818","1361491","1561393","1476998","1405222","1524282","1468966","1480802","1603540","1273235","1550356","1300787","1615553","1307523","1417833","1396792","1459828","1546864","1438730","1518484","1477627","1388842","1606389","1451933","1491705","1399052","1573888","1416091","1533370","1465038","1397844","1406264","1246398","1104090","1220842","1108381","1126198","1134837","1175427","1173650","1153522","1099407","1039346","1175539","999292","927930","1035677","909586","957260","844401","1017354","1026795","975178","1014894","1015202","974538","951161","859499","1022259","934994","1000719","939113","1004375","995078","950184","1032678","1013672","1088347","1105495","915087","1145052","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electricity Retail Prices (Average Price per KWH)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"All Sectors","Cents/KWh","20.2566418222","20.5054166355","20.0069782567","20.8101642305","20.5646767458","21.4544097197","21.8987607853","21.7321204671","21.5116567767","20.5502493901","20.0131686472","19.1875123841","19.0078145742","19.6550329565","18.726786273","19.6605405712","20.1803615111","20.8084980271","21.7232560691","22.3989017409","20.8684424844","23.113514491","23.6735097123","25.2074050238","25.3633453974","26.7850976667","26.9201600981","26.9609956616","28.0042838719","29.9643322814","31.5572377649","32.6485394239","33.3200381644","32.2809613315","29.9447012195","25.7778940697","22.760536913","20.5367418119","18.878812731","18.9719061328","18.9282122727","19.0511183924","20.0555060617","22.1931062777","22.5784516235","23.5704884334","23.2370896418","23.2840437464","23.7686478171","24.5753389655","25.079140575","24.2297585361","25.2498177947","25.3245454876","25.2962908445","25.512918794","25.0508871676","25.4173136064","25.8138099672","26.020223761","27.1858025971","27.8600644699","28.5080047798","29.729427524","31.2905184842","32.8689399261","33.046965547","33.9090958855","34.3270713367","33.6715797919","33.433547368","32.9646888918","33.0981857505","33.6109214028","33.9606093767","34.4181209117","35.0123236687","36.3719015058","34.6087493999","33.59171628","33.9359866998","33.561842209","33.4078517571","32.9695308514","34.9362109786","33.3324032256","33.9610206325","33.2214165702","32.2196200509","32.8921215653","32.4071886362","32.1943773262","32.2443627879","33.4810680738","33.766967925","33.1013543859","34.0780141027","33.6407097203","34.8042867019","33.6274977319","33.9778365009","34.4592397833","34.0729143724","33.7941857719","34.0231935067","33.0100702339","31.6678684126","31.2198803229","30.0365691092","27.0306137423","27.234909127","26.3766724","26.0283400285","26.604461166","26.7449028231","26.842165508","25.7651530926","25.1955476983","23.8674038192","24.0541506134","23.9189326956","22.9971096327","23.3517179179","22.7808047809","23.0603817445","24.0323349667","24.334524359","24.3291730311","24.5917811275","24.0900909653","25.1044576422","24.8030293417","25.4595926828","25.9936460463","25.7585888026","26.0905762637","25.7533570565","26.5325274288","25.9637063656","25.665880564","25.7997998948","26.0679774155","27.6023831379","28.0924404672","28.1937118878","28.2419454468","29.2657359146","","","",""
"Residential","Cents/KWh","22.7475868374","22.9354473626","22.5384015422","23.310151269","23.2645437403","24.0997539622","24.6192869472","24.4879604876","24.23478307","23.2622323507","22.6672602801","21.8164097947","21.7164561142","22.3695513788","21.4826436979","22.4756120052","23.1747915218","23.5348490008","24.5867649443","25.1963925536","23.5115242758","26.1053139917","26.5953996808","28.2666438284","28.5322351239","29.9780265257","29.924502234","30.3123601437","31.3993444447","33.2680980788","34.9929801369","36.0235391505","36.94132104","35.7398575723","33.4103293873","29.2753312479","25.7640643857","23.4934021888","21.5878561569","22.1889360551","22.0410845399","22.2036241462","22.9880462228","25.1306098913","25.4889860267","26.4479846266","26.2274470261","26.2598850818","26.7077529428","27.4595051925","27.7860723273","27.1450895452","28.2478286931","28.3567235904","28.3002867671","28.5848007623","28.0160299085","28.4549583912","28.910786046","29.1479936771","30.1279964723","31.039030467","31.7033834129","32.8910821326","34.5799775017","35.8433134066","36.2253781537","36.9813738268","37.5304058752","36.7089621529","36.5600746806","36.2049988067","36.2452846625","36.7949878857","37.0535200448","37.5069451742","38.2086992145","40.1581468937","37.844213063","37.183435915","37.2079638785","36.9624151179","36.8117165983","36.3342862977","37.9387279281","36.6528992647","37.5237009518","36.959732353","35.9065515704","36.9244791528","36.5067740145","35.9437852342","36.2837901255","37.2683467487","37.2443660386","36.5782062582","37.3959926686","37.1076559646","38.5122739883","38.0779238669","38.0432854135","38.6555364642","38.4186982706","37.8125990503","38.1167107456","36.4129864076","35.0553141826","34.5926345134","33.3424777915","30.8514186801","31.1950248334","30.8769090749","30.5418500019","30.8707578245","30.4509794162","30.208775729","28.7654131324","28.4955701642","27.2722985151","27.0111267421","27.1274195198","27.0667710216","27.7846255962","27.3471707458","27.3490376019","27.9525643634","28.5336713855","27.8725220487","28.2320530165","27.8683857577","28.7361879269","27.7831394677","28.6076805126","29.7264254771","29.6109195528","30.9345375423","29.7205434573","31.0072525234","29.8189432763","29.3089951042","29.5549124214","29.6549010978","30.8655753361","31.0271148142","31.4597487764","31.7973781975","32.6677678094","","","",""
"Commercial","Cents/KWh","19.1105500691","19.462188486","18.8771869254","19.6785301684","19.4303809687","20.31828532","20.720125273","20.5460964877","20.3525958784","19.3867931789","18.8525461448","18.0254127174","17.7390044151","18.4814433807","17.5239951104","18.4145525123","18.9219454581","19.6223592093","20.4671932906","21.1496464596","19.7286579375","21.8452615347","22.410545779","23.8184535997","23.8437228539","25.3825365475","25.630694016","25.5395555117","26.5822014726","28.574609204","30.075908946","31.2337359757","31.8281609993","30.8783519168","28.5174502552","24.2400399561","21.3297436752","19.2551276216","17.6779217734","17.5698058992","17.6034588605","17.6912083337","18.7920038387","20.9128167771","21.3337046838","22.3315663814","21.9262937913","21.9698051072","22.3960476284","23.3186727711","23.8847816882","22.960042603","23.9976105651","24.0402750101","23.9948680935","24.214336258","23.8118997164","24.1440727574","24.4807066298","24.6243557427","25.7740841216","26.5501796019","27.1482374709","28.4132785012","29.9068805194","31.5814308113","31.7036815555","32.6172524784","33.0226031886","32.4419340904","32.1534936136","31.5607065388","31.671181927","32.3339069314","32.6435423693","33.149627194","33.7550880119","34.8746482294","33.3163880584","32.1771361845","32.6793204174","32.2339249173","32.069553413","31.5937216798","33.6377256855","32.0182242781","32.5680498976","31.7568241156","30.8515048195","31.3701744954","30.8813375403","30.7896145503","30.7465176807","32.0778845382","32.4453350211","31.7350976364","32.7078441696","32.2847466051","33.3989179133","32.0273057515","32.5096832692","32.9357384388","32.4827145388","32.2858644034","32.5532843702","31.7117740152","30.3806815588","29.9289292844","28.6756625209","25.6192517183","25.7812696027","24.7949740391","24.4859729522","25.0695590639","25.3070273106","25.5186835811","24.517983034","23.9450110034","22.5700047582","22.8687019546","22.6174077071","21.5498374375","21.7959022081","21.1666622551","21.5845201948","22.5893659256","22.7760436797","22.9515027976","23.204991472","22.6916457124","23.7534393121","23.5681501617","24.1468429185","24.6155628761","24.3204451285","24.4085754543","24.3022551983","24.8979667245","24.4771306071","24.2592494683","24.3745123747","24.6900080643","26.3013223556","26.8747887546","26.8114542844","26.8493176189","27.8780924398","","","",""
"Street Lights","Cents/KWh","20.9574101775","20.6350163425","21.2854331465","21.6294139141","21.3913775252","22.4586474315","23.0916840767","22.5378747302","22.5268491432","21.6539886957","20.6146204191","19.8664748609","20.0252473745","19.9229674185","19.4722360243","20.4789667794","21.0407789531","21.6357309278","22.7553180102","23.1515349283","21.7396428328","24.0640540175","24.3947353725","25.8751859931","25.804685258","27.5706042584","27.7430074733","27.5326967534","28.9699393582","30.7309541909","32.8048953916","33.6432809994","35.3808316881","33.0747083395","30.4377845428","26.092278523","23.266372986","20.8405385361","17.8362201158","19.4357738393","19.6928044059","20.4176415328","21.2560711213","23.2647179799","24.4638213973","24.9281502682","24.6823547759","24.353963481","24.7804446435","25.7435130214","26.1206978102","25.7392781947","26.8107106883","26.8163884431","26.9912219342","27.2766158079","26.5954152631","26.9763191178","27.498321004","27.3437636711","28.3384057037","29.6520115312","29.7951732364","31.6778922063","33.181724615","35.2253004824","34.9014304965","35.8674715451","36.5324561145","35.6077950468","35.2120187374","34.5984140385","34.697811926","35.3141699127","35.5334737543","35.7812924447","36.2756184655","39.2053203253","34.9698273584","37.3192087812","35.8349943183","35.1873367491","35.6329445234","35.1093300405","35.8954694489","34.5510535312","34.942363973","35.5002299296","33.4113560967","35.1554326758","34.5445911612","34.3382221166","34.1763637917","35.2594464077","35.6897185143","34.8781319733","35.3899154475","35.1098210485","35.6575572497","34.7782294525","36.0155757125","36.3366062767","35.5459595212","36.1956011368","35.7816497264","35.0762211655","33.4344211576","32.6533682964","30.1645646146","28.216559777","27.8826029323","27.5833175306","27.1525458872","28.0620668764","28.5860586217","28.9599988551","27.9951034379","27.1819669541","25.7881948244","25.8895193981","25.565925335","23.9250265116","23.7152666785","23.8781481655","24.4160985153","26.0510976063","26.2159031612","26.3257548565","26.8980191225","26.0465653439","26.4808524147","26.2432896411","26.19514753","26.3924773215","26.2803542167","26.9704102413","26.7226245835","27.9669297346","27.6298454874","26.4245149291","27.6488105457","27.6352825003","29.0352674959","28.9970151656","28.6783860753","28.9605480904","29.6762301859","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electricity Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electricity Sent to System by Electric Utility Companies","KWH","912756106","803800543","917174408","873245205","914057663","939596703","984323499","1011814355","961769667","976483877","948019185","937485207","924221347","810687123","919193077","887500041","945490085","937372731","985751363","1003618850","958240218","975568969","920586212","925338667","889263388","848734198","922429854","886419193","932377995","917826932","972810962","968102930","923223541","942641783","881078574","900408996","859019606","761058937","845159735","826563429","904707842","910090179","947074726","960733417","921294748","965934375","878764310","887097759","875822113","769758636","853122666","837098204","890126017","879994665","911595359","930399440","894536169","915878763","869148541","895947385","868747138","812719189","886556644","868765753","888902328","859926440","897362636","915751871","881854093","900004894","846589422","858002645","858119649","791017293","829244894","808163804","846748901","832905864","867744933","897577538","838298095","892409979","830314356","854217552","821102452","723020723","797749743","810785779","845502653","821238515","880928352","888648330","853480367","883493453","823331117","849875041","801843342","751813852","793196071","774936587","829554245","806616240","872424263","880525681","876179799","888995351","803637086","804107087","772991682","711207929","768958780","777408080","783941294","805107465","894393441","931277362","887366848","876569406","844082380","831090139","791788130","729504121","775857275","773300965","801790808","800418971","866398886","894445436","848368905","849520093","795929032","812971946","766481129","692727084","792760841","770903935","797798630","812178652","856711545","878321025","841464799","849414043","780552938","759950111","773029444","697603280","753984258","","","",""
"Electricity Generated at the Electric Utility Stations","KWH","661115132","529827269","586130766","615129426","595382775","623102375","639189217","690986434","640118136","646983587","620820579","592241682","592945280","534193426","660994193","545831110","595407698","597565472","644069996","662200257","637248934","666584335","595819090","593360658","557941966","592185635","608553371","558721993","591668736","589468158","630758500","618262161","604142569","634896834","543532262","552529088","539255724","501383587","547913600","497535301","619516826","580838467","622412412","618055460","594895610","649181129","550112892","566086907","556581038","548969902","601965263","529199849","574055824","548442004","585556452","580841159","563202474","588692743","568271349","566145104","553275603","548976465","603534191","564912777","580027470","537392129","564616470","579092243","580878761","570003168","544037892","591149850","562798763","521749033","566002411","521641584","506337032","510838717","515603849","560488648","518900361","566383682","502823658","523518487","587568036","454741643","532174665","491771043","509117448","478917827","514480010","505854476","485874186","540880088","498042416","500510526","509680752","490988744","466896000","428002676","486827316","460647476","476347783","510679908","573127335","517766667","435794820","483315080","498954648","393236598","443610678","470159563","465960576","474481665","515989934","561120082","515903655","511893343","479482735","467879960","483391136","477139780","436303835","419050949","472478080","437653014","495134540","496828845","468628745","459602808","434081863","467284735","496622751","413306165","506908166","430077901","427184133","432877705","456155753","471870066","471925147","504776050","422842057","451742903","469041427","453152494","410695331","","","",""
"     - Generated by Steam","KWH","514399230","412028610","454803010","489449140","460798400","481712950","498020230","538186980","509988190","498636210","477756510","459068360","461357820","417321060","517163600","426622120","459470960","468606030","503482270","521800170","504086240","531936960","461050540","471340650","436389330","474534990","479159720","424231850","463252380","456516890","485535350","486405620","477508900","504497240","430915830","421004600","422336490","403784910","436832650","377239100","484369230","450452850","482147130","470776020","450669360","488028720","419111410","422496440","423030420","430803550","474055250","406057830","446508910","412574920","444303700","440694780","431563000","450317250","432588460","415023920","407248760","415800150","465520540","427889870","434892730","398677240","421202140","434049850","435887440","432757720","421862910","460094740","422754650","393871500","439160990","399386550","378863840","385686860","391595290","426193400","391530390","421128760","381759120","390512400","452613730","352174450","396740850","368896470","372380906","361805916","372656492","375341687","354607690","404482780","366526910","360378500","381782480","365636930","341889750","315829006","356661300","347813766","346961272","365348864","430586902","368397384","315340044","351298395","356445365","280192210","308322414","359650668","351456324","358794650","374292352","387666610","371626172","366505548","348236896","346344024","345316998","347622672","303609058","308586068","336878520","333628884","360570469","362532664","346915602","340088780","315005010","341449592","368358510","295233448","364756676","293634630","295698624","320737708","325876368","339324226","335389012","369865844","318594400","322367850","339994154","325778565","287396475","","","",""
"     - Generated by Diesel","KWH","146169219","117118317","129815236","122363844","130931221","138100247","137844320","149634280","127180136","144904046","141209230","131518670","129590800","115562256","141598992","117986261","134735761","128221372","139450536","139148216","131872835","133191457","133414055","120954954","120092083","116360526","127428854","132502458","126495839","131584974","143811976","129935956","125419880","129265399","111103520","122146758","113839458","94511842","107440096","116585226","132975707","128055601","136747017","144142586","141217966","157651580","128127785","141063969","131797883","117265813","124803684","120034507","125107007","134336987","139135738","138629075","130695205","136698814","132350450","146039580","141557554","131015251","131517744","132246793","141249145","132461417","138587651","138225211","137254744","135816041","118909430","126693893","135965935","125368736","121747424","117876791","121632674","114758979","118206952","129754403","117958595","141891292","117595425","129232755","127309229","98188637","131184303","119334910","130735283","113236173","138060397","125096655","124546910","130819903","126661682","135712725","122859750","122090088","122395092","107584142","121630457","107777438","120055782","141833202","140439754","139213978","113510132","121205075","135726530","108233990","130973213","105554088","107548420","111903943","133160787","157137701","134167278","137658220","124858950","115899751","131169776","124064190","130856262","106757577","127890844","97969392","129890328","125005997","115745304","115319064","112374027","122014716","124475898","109968706","134421174","130861832","125093088","105460494","125326849","125128584","128704494","129091043","100334417","121922764","119757816","121275167","116288427","","","",""
